2.499677E+01  2.7226E+00 5.0870E+00  1.2390E+00 1.1360E+00
2.479680E+01  2.6669E+00 5.0530E+00  1.2260E+00 1.1350E+00
2.431059E+01  2.5522E+00 4.9608E+00  1.1970E+00 1.1290E+00
2.384308E+01  2.4409E+00 4.8978E+00  1.1710E+00 1.1280E+00
2.339321E+01  2.3205E+00 4.8130E+00  1.1410E+00 1.1240E+00
2.296000E+01  2.2211E+00 4.7334E+00  1.1150E+00 1.1190E+00
2.254255E+01  2.1053E+00 4.6771E+00  1.0880E+00 1.1200E+00
2.214000E+01  1.9735E+00 4.5845E+00  1.0540E+00 1.1160E+00
2.175158E+01  1.8733E+00 4.4771E+00  1.0240E+00 1.1060E+00
2.137655E+01  1.7806E+00 4.3896E+00  9.9710E-01 1.0990E+00
2.101424E+01  1.6751E+00 4.2951E+00  9.6660E-01 1.0920E+00
2.066400E+01  1.5781E+00 4.1899E+00  9.3620E-01 1.0820E+00
2.032525E+01  1.4898E+00 4.0899E+00  9.0760E-01 1.0720E+00
2.000065E+01  1.3758E+00 3.9906E+00  8.7350E-01 1.0650E+00
1.937250E+01  1.1919E+00 3.6772E+00  7.9900E-01 1.0220E+00
1.878546E+01  1.0985E+00 3.3658E+00  7.4140E-01 9.6640E-01
1.823294E+01  1.0801E+00 3.0392E+00  6.9750E-01 8.9520E-01
1.771200E+01  1.1185E+00 2.7643E+00  6.7350E-01 8.2590E-01
1.722000E+01  1.1994E+00 2.5080E+00  6.6360E-01 7.5380E-01
1.675459E+01  1.3090E+00 2.3042E+00  6.6900E-01 6.9030E-01
1.631368E+01  1.4384E+00 2.1213E+00  6.8380E-01 6.2990E-01
1.589538E+01  1.5912E+00 1.9833E+00  7.1090E-01 5.7960E-01
1.549800E+01  1.7519E+00 1.8723E+00  7.4360E-01 5.3690E-01
1.512000E+01  1.9322E+00 1.7981E+00  7.8490E-01 5.0370E-01
1.499928E+01  1.9929E+00 1.7810E+00  7.9940E-01 4.9490E-01
1.476000E+01  2.1235E+00 1.7542E+00  8.3110E-01 4.7900E-01
1.441674E+01  2.3528E+00 1.7573E+00  8.8920E-01 4.6510E-01
1.408909E+01  2.5957E+00 1.8550E+00  9.5470E-01 4.7450E-01
1.377600E+01  2.7943E+00 2.0615E+00  1.0140E+00 5.1180E-01
1.347652E+01  2.8868E+00 2.3356E+00  1.0520E+00 5.6910E-01
1.318979E+01  2.8777E+00 2.5974E+00  1.0670E+00 6.2830E-01
1.291500E+01  2.8204E+00 2.8494E+00  1.0720E+00 6.8760E-01
1.265143E+01  2.6805E+00 3.0916E+00  1.0600E+00 7.5040E-01
1.239840E+01  2.4909E+00 3.2703E+00  1.0340E+00 8.0390E-01
1.227564E+01  2.3950E+00 3.3447E+00  1.0200E+00 8.2790E-01
1.215529E+01  2.2929E+00 3.4193E+00  1.0050E+00 8.5270E-01
1.192154E+01  2.0373E+00 3.5382E+00  9.6220E-01 9.0160E-01
1.169660E+01  1.7676E+00 3.5700E+00  9.0850E-01 9.3530E-01
1.148000E+01  1.5410E+00 3.5671E+00  8.6020E-01 9.5880E-01
1.127127E+01  1.3059E+00 3.5639E+00  8.0980E-01 9.8460E-01
1.107000E+01  1.0590E+00 3.5166E+00  7.5130E-01 1.0040E+00
1.087579E+01  8.3569E-01 3.4412E+00  6.9350E-01 1.0160E+00
1.068828E+01  5.9242E-01 3.3555E+00  6.2890E-01 1.0300E+00
1.050712E+01  3.4129E-01 3.1928E+00  5.4990E-01 1.0300E+00
1.033200E+01  1.6295E-01 2.9629E+00  4.7410E-01 1.0050E+00
1.016262E+01  6.7691E-02 2.7461E+00  4.1670E-01 9.6920E-01
9.998710E+00 -4.7352E-03 2.5733E+00  3.7010E-01 9.3910E-01
9.840000E+00 -8.6452E-02 2.4159E+00  3.2220E-01 9.1360E-01
9.686250E+00 -1.7753E-01 2.2436E+00  2.6730E-01 8.8520E-01
9.663602E+00 -1.9068E-01 2.2156E+00  2.5860E-01 8.8020E-01
9.537231E+00 -2.5478E-01 2.0426E+00  2.0820E-01 8.4530E-01
9.392728E+00 -2.9462E-01 1.8221E+00  1.5310E-01 7.9010E-01
9.252538E+00 -2.9079E-01 1.6034E+00  1.0960E-01 7.2250E-01
9.116470E+00 -2.4911E-01 1.4029E+00  8.2150E-02 6.4820E-01
8.984348E+00 -1.8122E-01 1.2318E+00  7.1890E-02 5.7460E-01
8.856000E+00 -1.0175E-01 1.0933E+00  7.5460E-02 5.0830E-01
8.731268E+00 -2.3368E-02 9.8417E-01  8.7000E-02 4.5270E-01
8.610001E+00  4.3561E-02 8.9686E-01  9.9900E-02 4.0770E-01
8.492055E+00  9.4163E-02 8.1785E-01  1.0910E-01 3.6870E-01
8.377297E+00  1.3394E-01 7.3312E-01  1.1450E-01 3.2890E-01
8.265600E+00  1.7716E-01 6.3870E-01  1.2170E-01 2.8470E-01
7.998968E+00  3.4472E-01 4.1286E-01  1.7290E-01 1.7600E-01
7.749001E+00  5.4929E-01 2.7037E-01  2.4940E-01 1.0820E-01
7.514182E+00  7.3883E-01 1.9451E-01  3.2070E-01 7.3640E-02
7.293177E+00  8.9706E-01 1.6884E-01  3.7870E-01 6.1230E-02
7.084800E+00  1.0151E+00 1.6352E-01  4.2070E-01 5.7550E-02
6.911037E+00  1.0970E+00 1.6422E-01  4.4920E-01 5.6660E-02
6.701838E+00  1.1784E+00 1.6575E-01  4.7700E-01 5.6110E-02
6.525474E+00  1.2373E+00 1.6585E-01  4.9680E-01 5.5400E-02
6.358154E+00  1.2871E+00 1.6486E-01  5.1330E-01 5.4470E-02
6.199200E+00  1.3307E+00 1.6284E-01  5.2760E-01 5.3300E-02
5.904000E+00  1.4030E+00 1.5699E-01  5.5100E-01 5.0610E-02
5.635636E+00  1.4635E+00 1.5201E-01  5.7030E-01 4.8400E-02
5.510400E+00  1.4894E+00 1.4999E-01  5.7850E-01 4.7510E-02
5.166000E+00  1.5541E+00 1.4549E-01  5.9880E-01 4.5500E-02
4.999355E+00  1.5821E+00 1.4394E-01  6.0750E-01 4.4770E-02
4.768616E+00  1.6183E+00 1.4219E-01  6.1870E-01 4.3920E-02
4.428000E+00  1.6639E+00 1.4028E-01  6.3270E-01 4.2960E-02
4.132800E+00  1.6973E+00 1.3892E-01  6.4290E-01 4.2280E-02
3.874500E+00  1.7231E+00 1.3681E-01  6.5070E-01 4.1440E-02
3.646588E+00  1.7430E+00 1.3476E-01  6.5670E-01 4.0670E-02
3.401482E+00  1.7620E+00 1.3223E-01  6.6240E-01 3.9770E-02
3.262737E+00  1.7717E+00 1.3039E-01  6.6530E-01 3.9150E-02
3.099600E+00  1.7821E+00 1.2770E-01  6.6840E-01 3.8270E-02
